OmniTrack	c0f26d32e48e9e54a7867dd9fabe31f7afe2fe7e	https://github.com/xifen523/OmniTrack.git
OA-VAT	cea1f6b72a9ae297bd4c3d0e8243aeee81d4d28c	https://github.com/SHWplus/OA-VAT.git
DAP	595492dba4eabf741aaa549f87c767facb82275b	https://github.com/Insta360-Research-Team/DAP.git
LH-VLN	3492080382aba031e9d82a4f630c2b1cdf57df81	https://github.com/HCPLab-SYSU/LH-VLN.git
sam3	660a5e9e1b8b4c02c0ad97229b88a09a6e4ff5b7	https://github.com/facebookresearch/sam3.git
FARM-Project	2fcaf8602e741341a70ca980133f7ff05cfc83a2	https://github.com/GoldenGait/FARM-Project.git
